Bill,Bill Type,Bill Num,Session,Bill Status,Money Given in Favor of Bill,Money Given in against the Bill,Bill Title,Bill URL
1045984,s,2178,112,UNOPPOSED,0,2332823,,http://maplight.org/us-congress/bill/112-s-2178/1045984/total-contributions
1046520,s,2188,112,UNOPPOSED,962314,6550,,http://maplight.org/us-congress/bill/112-s-2188/1046520/total-contributions
1046521,s,2189,112,UNOPPOSED,8453621,556835,,http://maplight.org/us-congress/bill/112-s-2189/1046521/total-contributions
1046522,s,2190,112,UNOPPOSED,3313761,0,,http://maplight.org/us-congress/bill/112-s-2190/1046522/total-contributions
1046914,s,2193,112,UNOPPOSED,38116570,0,,http://maplight.org/us-congress/bill/112-s-2193/1046914/total-contributions
1046921,s,2201,112,UNOPPOSED,15967383,0,,http://maplight.org/us-congress/bill/112-s-2201/1046921/total-contributions
1049603,s,2204,112,UNOPPOSED,3083317,13945327,,http://maplight.org/us-congress/bill/112-s-2204/1049603/total-contributions
1053721,s,2204,112,NOT PASSED,4396815,14207721,,http://maplight.org/us-congress/bill/112-s-2204/1053721/total-contributions
1052480,s,2204,112,PASSED,4396815,14207721,,http://maplight.org/us-congress/bill/112-s-2204/1052480/total-contributions
990026,hr,2206,112,UNOPPOSED,5437337,0,,http://maplight.org/us-congress/bill/112-hr-2206/990026/total-contributions
1049650,s,2213,112,UNOPPOSED,962314,6550,,http://maplight.org/us-congress/bill/112-s-2213/1049650/total-contributions
990043,hr,2218,112,PASSED,895918,2228180,,http://maplight.org/us-congress/bill/112-hr-2218/990043/total-contributions
1011308,hr,2218,112,PASSED,895918,2228180,Empowering Parents Through Quality Charter Schools Act,http://maplight.org/us-congress/bill/112-hr-2218/1011308/total-contributions
1049685,s,2219,112,UNOPPOSED,42462540,85760780,,http://maplight.org/us-congress/bill/112-s-2219/1049685/total-contributions
1049687,s,2221,112,UNOPPOSED,1751872,1644067,,http://maplight.org/us-congress/bill/112-s-2221/1049687/total-contributions
1057370,s,2230,112,NOT PASSED,29526898,1505003,,http://maplight.org/us-congress/bill/112-s-2230/1057370/total-contributions
1051130,s,2230,112,UNOPPOSED,29526898,1505003,,http://maplight.org/us-congress/bill/112-s-2230/1051130/total-contributions
1051131,s,2231,112,UNOPPOSED,1692120,10338792,,http://maplight.org/us-congress/bill/112-s-2231/1051131/total-contributions
1052761,s,2236,112,UNOPPOSED,21684718,0,,http://maplight.org/us-congress/bill/112-s-2236/1052761/total-contributions
1053215,s,2240,112,UNOPPOSED,61662608,0,,http://maplight.org/us-congress/bill/112-s-2240/1053215/total-contributions
1053714,s,2245,112,UNOPPOSED,46120127,0,,http://maplight.org/us-congress/bill/112-s-2245/1053714/total-contributions
990362,hr,2250,112,PASSED,52619922,1856847,EPA Regulatory Relief Act of 2011,http://maplight.org/us-congress/bill/112-hr-2250/990362/total-contributions
1016484,hr,2250,112,PASSED,52619922,1856847,EPA Regulatory Relief Act of 2011,http://maplight.org/us-congress/bill/112-hr-2250/1016484/total-contributions
1054805,s,2252,112,UNOPPOSED,8827268,0,,http://maplight.org/us-congress/bill/112-s-2252/1054805/total-contributions
1054817,s,2264,112,UNOPPOSED,6763309,745550,,http://maplight.org/us-congress/bill/112-s-2264/1054817/total-contributions
1016698,hr,2273,112,PASSED,25949549,16638479,Coal Residuals Reuse and Management Act,http://maplight.org/us-congress/bill/112-hr-2273/1016698/total-contributions
990451,hr,2273,112,PASSED,25949549,16638479,Coal Residuals Reuse and Management Act,http://maplight.org/us-congress/bill/112-hr-2273/990451/total-contributions
990468,hr,2281,112,UNOPPOSED,248328,0,,http://maplight.org/us-congress/bill/112-hr-2281/990468/total-contributions
990474,hr,2284,112,UNOPPOSED,3944325,0,,http://maplight.org/us-congress/bill/112-hr-2284/990474/total-contributions
1058422,s,2288,112,UNOPPOSED,14593574,450200,,http://maplight.org/us-congress/bill/112-s-2288/1058422/total-contributions
1059138,s,2295,112,UNOPPOSED,5916133,7661118,,http://maplight.org/us-congress/bill/112-s-2295/1059138/total-contributions
1059139,s,2296,112,UNOPPOSED,6919741,0,,http://maplight.org/us-congress/bill/112-s-2296/1059139/total-contributions
991070,hr,2307,112,UNOPPOSED,22007084,0,,http://maplight.org/us-congress/bill/112-hr-2307/991070/total-contributions
991072,hr,2309,112,UNOPPOSED,8500,4580540,,http://maplight.org/us-congress/bill/112-hr-2309/991072/total-contributions
991115,hr,2328,112,UNOPPOSED,3203989,0,,http://maplight.org/us-congress/bill/112-hr-2328/991115/total-contributions
1066745,s,2343,112,NOT PASSED,14640778,69122212,,http://maplight.org/us-congress/bill/112-s-2343/1066745/total-contributions
1071990,s,2343,112,NOT PASSED,14640778,69122212,,http://maplight.org/us-congress/bill/112-s-2343/1071990/total-contributions
1063038,s,2346,112,UNOPPOSED,2782686,0,,http://maplight.org/us-congress/bill/112-s-2346/1063038/total-contributions
998410,hr,2354,112,PASSED,3551811,0,"Energy and Water Development and Related Agencies Appropriations Act, 2012",http://maplight.org/us-congress/bill/112-hr-2354/998410/total-contributions
991236,hr,2357,112,UNOPPOSED,2557982,0,,http://maplight.org/us-congress/bill/112-hr-2357/991236/total-contributions
991238,hr,2359,112,UNOPPOSED,1047289,0,,http://maplight.org/us-congress/bill/112-hr-2359/991238/total-contributions
1024322,hr,2360,112,PASSED,623497,0,"Providing for Our Workforce and Energy Resources Act, or POWER Act",http://maplight.org/us-congress/bill/112-hr-2360/1024322/total-contributions
991245,hr,2364,112,UNOPPOSED,32327683,0,,http://maplight.org/us-congress/bill/112-hr-2364/991245/total-contributions
991250,hr,2366,112,UNOPPOSED,0,157670,,http://maplight.org/us-congress/bill/112-hr-2366/991250/total-contributions
1063059,s,2366,112,UNOPPOSED,43700,17703267,,http://maplight.org/us-congress/bill/112-s-2366/1063059/total-contributions
1063063,s,2368,112,UNOPPOSED,382046,33094825,,http://maplight.org/us-congress/bill/112-s-2368/1063063/total-contributions
1063066,s,2371,112,UNOPPOSED,9054749,2228270,,http://maplight.org/us-congress/bill/112-s-2371/1063066/total-contributions
1063087,s,2390,112,UNOPPOSED,12641531,2541552,,http://maplight.org/us-congress/bill/112-s-2390/1063087/total-contributions
1013277,hr,2401,112,PASSED,21793618,1610675,Transparency in Regulatory Analysis of Impacts on the Nation Act of 2011,http://maplight.org/us-congress/bill/112-hr-2401/1013277/total-contributions
991294,hr,2401,112,PASSED,21793618,1610675,Transparency in Regulatory Analysis of Impacts on the Nation Act of 2011,http://maplight.org/us-congress/bill/112-hr-2401/991294/total-contributions
1024088,hr,2405,112,PASSED,40752941,0,Pandemic and All-Hazards Preparedness Reauthorization Act of 2011,http://maplight.org/us-congress/bill/112-hr-2405/1024088/total-contributions
994393,hr,2413,112,UNOPPOSED,7684520,0,,http://maplight.org/us-congress/bill/112-hr-2413/994393/total-contributions
994394,hr,2414,112,UNOPPOSED,2782862,0,,http://maplight.org/us-congress/bill/112-hr-2414/994394/total-contributions
994397,hr,2417,112,NOT PASSED,8270015,2787723,Better Use of Light Bulbs Act,http://maplight.org/us-congress/bill/112-hr-2417/994397/total-contributions
996652,hr,2417,112,NOT PASSED,8270015,2787723,Better Use of Light Bulbs Act,http://maplight.org/us-congress/bill/112-hr-2417/996652/total-contributions
1015854,hr,2433,112,PASSED,6893183,0,Veterans Opportunity to Work Act of 2011,http://maplight.org/us-congress/bill/112-hr-2433/1015854/total-contributions
995190,hr,2433,112,PASSED,6893183,0,Veterans Opportunity to Work Act of 2011,http://maplight.org/us-congress/bill/112-hr-2433/995190/total-contributions
995193,hr,2434,112,UNOPPOSED,3437007,13722201,,http://maplight.org/us-congress/bill/112-hr-2434/995193/total-contributions
995205,hr,2445,112,UNOPPOSED,0,6638687,,http://maplight.org/us-congress/bill/112-hr-2445/995205/total-contributions
1024048,hr,2471,112,PASSED,1794928,16500,Electronic Communications Privacy Act Amendments Act of 2012,http://maplight.org/us-congress/bill/112-hr-2471/1024048/total-contributions
995923,hr,2471,112,PASSED,1794928,16500,Electronic Communications Privacy Act Amendments Act of 2012,http://maplight.org/us-congress/bill/112-hr-2471/995923/total-contributions
1063174,s,2474,112,UNOPPOSED,56493851,0,,http://maplight.org/us-congress/bill/112-s-2474/1063174/total-contributions
1026318,hr,2483,112,UNOPPOSED,11460124,1668427,,http://maplight.org/us-congress/bill/112-hr-2483/1026318/total-contributions
996632,hr,2487,112,UNOPPOSED,256828,0,,http://maplight.org/us-congress/bill/112-hr-2487/996632/total-contributions
996637,hr,2492,112,UNOPPOSED,3797880,0,,http://maplight.org/us-congress/bill/112-hr-2492/996637/total-contributions
1066421,s,2516,112,UNOPPOSED,3113057,750,,http://maplight.org/us-congress/bill/112-s-2516/1066421/total-contributions
997627,hr,2517,112,UNOPPOSED,12294667,8262515,,http://maplight.org/us-congress/bill/112-hr-2517/997627/total-contributions
998376,hr,2533,112,UNOPPOSED,2863835,0,"Airport and Airway Extension Act of 2011, Part IV",http://maplight.org/us-congress/bill/112-hr-2533/998376/total-contributions
998730,hr,2553,112,NOT PASSED,10093262,227046,"Airport and Airway Extension Act of 2011, Part IV",http://maplight.org/us-congress/bill/112-hr-2553/998730/total-contributions
1000959,hr,2553,112,PASSED,474650,344950,"Airport and Airway Extension Act of 2011, Part IV",http://maplight.org/us-congress/bill/112-hr-2553/1000959/total-contributions
998729,hr,2553,112,PASSED,271308,227046,"Airport and Airway Extension Act of 2011, Part IV",http://maplight.org/us-congress/bill/112-hr-2553/998729/total-contributions
998637,hr,2560,112,PASSED,8427685,55404901,"Cut, Cap, and Balance Act of 2011",http://maplight.org/us-congress/bill/112-hr-2560/998637/total-contributions
998511,hr,2560,112,PASSED,8427685,55404901,"Cut, Cap, and Balance Act of 2011",http://maplight.org/us-congress/bill/112-hr-2560/998511/total-contributions
998528,hr,2572,112,UNOPPOSED,8978,8262515,,http://maplight.org/us-congress/bill/112-hr-2572/998528/total-contributions
998621,hr,2576,112,PASSED,8500,9470154,,http://maplight.org/us-congress/bill/112-hr-2576/998621/total-contributions
1019125,hr,2576,112,PASSED,8500,9470154,To Amend the Internal Revenue Code of 1986 to Modify the Calculation of Modified Adjusted Gross Income for Purposes of Determining Eligibility for Certain Healthcare-Related Programs.,http://maplight.org/us-congress/bill/112-hr-2576/1019125/total-contributions
998622,hr,2577,112,UNOPPOSED,2899897,181579,,http://maplight.org/us-congress/bill/112-hr-2577/998622/total-contributions
1078980,hr,2578,112,PASSED,4289187,9569028,Conservation and Economic Growth Act,http://maplight.org/us-congress/bill/112-hr-2578/1078980/total-contributions
998702,hr,2584,112,UNOPPOSED,3225843,5493898,,http://maplight.org/us-congress/bill/112-hr-2584/998702/total-contributions
999422,hr,2584,112,NOT PASSED,8261515,4135125,,http://maplight.org/us-congress/bill/112-hr-2584/999422/total-contributions
1011886,hr,2587,112,PASSED,94597430,19637288,Protecting Jobs From Government Interference Act,http://maplight.org/us-congress/bill/112-hr-2587/1011886/total-contributions
1018262,hr,2594,112,PASSED,2669002,1856847,European Union Emissions Trading Scheme Prohibition Act of 2011,http://maplight.org/us-congress/bill/112-hr-2594/1018262/total-contributions
999672,hr,2631,112,UNOPPOSED,248328,0,,http://maplight.org/us-congress/bill/112-hr-2631/999672/total-contributions
999652,hr,2637,112,UNOPPOSED,4243719,0,,http://maplight.org/us-congress/bill/112-hr-2637/999652/total-contributions
999655,hr,2639,112,UNOPPOSED,5639390,0,,http://maplight.org/us-congress/bill/112-hr-2639/999655/total-contributions
1000067,hr,2672,112,UNOPPOSED,2235310,0,,http://maplight.org/us-congress/bill/112-hr-2672/1000067/total-contributions
1014703,hr,2681,112,PASSED,12088005,2681086,Cement Sector Regulatory Relief Act of 2011,http://maplight.org/us-congress/bill/112-hr-2681/1014703/total-contributions
1052481,hr,2682,112,PASSED,24789700,8500,Business Risk Mitigation and Price Stabilization Act of 2012,http://maplight.org/us-congress/bill/112-hr-2682/1052481/total-contributions
1000430,hr,2701,112,UNOPPOSED,10400503,12288497,,http://maplight.org/us-congress/bill/112-hr-2701/1000430/total-contributions
1099263,hr,2706,112,PASSED,1796074,0,Billfish Conservation Act of 2012,http://maplight.org/us-congress/bill/112-hr-2706/1099263/total-contributions
1102838,hr,2706,112,PASSED,3483813,0,,http://maplight.org/us-congress/bill/112-hr-2706/1102838/total-contributions
1000438,hr,2707,112,UNOPPOSED,13826217,0,,http://maplight.org/us-congress/bill/112-hr-2707/1000438/total-contributions
1000583,hr,2721,112,UNOPPOSED,58816958,0,,http://maplight.org/us-congress/bill/112-hr-2721/1000583/total-contributions
1000606,hr,2738,112,UNOPPOSED,2038192,0,,http://maplight.org/us-congress/bill/112-hr-2738/1000606/total-contributions
1000646,hr,2758,112,UNOPPOSED,8518119,0,,http://maplight.org/us-congress/bill/112-hr-2758/1000646/total-contributions
1000657,hr,2769,112,UNOPPOSED,1087889,0,,http://maplight.org/us-congress/bill/112-hr-2769/1000657/total-contributions
1052482,hr,2779,112,PASSED,74129094,478,To Exempt Inter-Affiliate Swaps from Certain Regulatory Requirements Put in Place by the Dodd-Frank Wall Street Reform and Consumer Protection Act.,http://maplight.org/us-congress/bill/112-hr-2779/1052482/total-contributions
1000672,hr,2779,112,PASSED,74129094,478,To Exempt Inter-Affiliate Swaps from Certain Regulatory Requirements Put in Place by the Dodd-Frank Wall Street Reform and Consumer Protection Act.,http://maplight.org/us-congress/bill/112-hr-2779/1000672/total-contributions
1015855,hr,2832,112,PASSED,19220157,8321215,Trade Adjustment Assistance Extension Act of 2011,http://maplight.org/us-congress/bill/112-hr-2832/1015855/total-contributions
1009058,hr,2832,112,PASSED,19194907,0,Trade Adjustment Assistance Extension Act of 2011,http://maplight.org/us-congress/bill/112-hr-2832/1009058/total-contributions
1013024,hr,2832,112,NOT PASSED,4391517,0,Trade Adjustment Assistance Extension Act of 2011,http://maplight.org/us-congress/bill/112-hr-2832/1013024/total-contributions
1013025,hr,2832,112,PASSED,22849180,8960737,Trade Adjustment Assistance Extension Act of 2011,http://maplight.org/us-congress/bill/112-hr-2832/1013025/total-contributions
1102841,hr,2838,112,PASSED,614142,3082567,Coast Guard and Maritime Transportation Act of 2012,http://maplight.org/us-congress/bill/112-hr-2838/1102841/total-contributions
1106286,hr,2838,112,PASSED,614142,3082567,Coast Guard and Maritime Transportation Act of 2012,http://maplight.org/us-congress/bill/112-hr-2838/1106286/total-contributions
1021720,hr,2838,112,PASSED,444676,1610197,Coast Guard and Maritime Transportation Act of 2012,http://maplight.org/us-congress/bill/112-hr-2838/1021720/total-contributions
1006506,hr,2842,112,PASSED,5646521,0,Bureau of Reclamation Small Conduit Hydropower Development and Rural Jobs Act of 2012,http://maplight.org/us-congress/bill/112-hr-2842/1006506/total-contributions
1044533,hr,2842,112,PASSED,5646521,0,Bureau of Reclamation Small Conduit Hydropower Development and Rural Jobs Act of 2012,http://maplight.org/us-congress/bill/112-hr-2842/1044533/total-contributions
1024844,hr,2845,112,PASSED,6151225,0,"Pipeline Safety, Regulatory Certainty, and Job Creation Act of 2011",http://maplight.org/us-congress/bill/112-hr-2845/1024844/total-contributions
1024928,hr,2845,112,PASSED,5853956,0,"Pipeline Safety, Regulatory Certainty, and Job Creation Act of 2011",http://maplight.org/us-congress/bill/112-hr-2845/1024928/total-contributions
1009082,hr,2847,112,UNOPPOSED,10394240,3357603,,http://maplight.org/us-congress/bill/112-hr-2847/1009082/total-contributions
1011269,hr,2885,112,UNOPPOSED,16865853,2019296,,http://maplight.org/us-congress/bill/112-hr-2885/1011269/total-contributions
1011452,hr,2887,112,PASSED,2822264,8321215,Surface and Air Transportation Programs Extension Act of 2011,http://maplight.org/us-congress/bill/112-hr-2887/1011452/total-contributions
1011893,hr,2887,112,PASSED,15395879,8960737,Surface and Air Transportation Programs Extension Act of 2011,http://maplight.org/us-congress/bill/112-hr-2887/1011893/total-contributions
1011297,hr,2898,112,UNOPPOSED,10981190,0,,http://maplight.org/us-congress/bill/112-hr-2898/1011297/total-contributions
1100981,hr,2903,112,PASSED,2869600,0,FEMA Reauthorization Act of 2012,http://maplight.org/us-congress/bill/112-hr-2903/1100981/total-contributions
1012139,hr,2914,112,UNOPPOSED,3371145,0,,http://maplight.org/us-congress/bill/112-hr-2914/1012139/total-contributions
1020359,hr,2930,112,PASSED,15015613,4054321,Entrepreneur Access to Capital Act,http://maplight.org/us-congress/bill/112-hr-2930/1020359/total-contributions
1012169,hr,2930,112,PASSED,15015613,4054321,Entrepreneur Access to Capital Act,http://maplight.org/us-congress/bill/112-hr-2930/1012169/total-contributions
1020356,hr,2940,112,PASSED,14278087,4404246,Access to Capital for Job Creators Act,http://maplight.org/us-congress/bill/112-hr-2940/1020356/total-contributions
1012179,hr,2940,112,PASSED,14278087,4404246,Access to Capital for Job Creators Act,http://maplight.org/us-congress/bill/112-hr-2940/1012179/total-contributions
1012180,hr,2941,112,UNOPPOSED,1540556,0,,http://maplight.org/us-congress/bill/112-hr-2941/1012180/total-contributions
1012189,hr,2948,112,UNOPPOSED,3094939,8500,,http://maplight.org/us-congress/bill/112-hr-2948/1012189/total-contributions
1012195,hr,2954,112,UNOPPOSED,32886157,0,,http://maplight.org/us-congress/bill/112-hr-2954/1012195/total-contributions
1012210,hr,2960,112,UNOPPOSED,15470249,0,,http://maplight.org/us-congress/bill/112-hr-2960/1012210/total-contributions
1012485,hr,2966,112,UNOPPOSED,213150,176733,,http://maplight.org/us-congress/bill/112-hr-2966/1012485/total-contributions
1013210,hr,3010,112,PASSED,67102696,20928466,Regulatory Accountability Act of 2011,http://maplight.org/us-congress/bill/112-hr-3010/1013210/total-contributions
1023813,hr,3010,112,PASSED,67102696,20928466,Regulatory Accountability Act of 2011,http://maplight.org/us-congress/bill/112-hr-3010/1023813/total-contributions
1022858,hr,3012,112,PASSED,62967723,0,Fairness for High-Skilled Immigrants Act of 2011,http://maplight.org/us-congress/bill/112-hr-3012/1022858/total-contributions
1013214,hr,3012,112,PASSED,62967723,0,Fairness for High-Skilled Immigrants Act of 2011,http://maplight.org/us-congress/bill/112-hr-3012/1013214/total-contributions
1013247,hr,3035,112,UNOPPOSED,27167212,478,,http://maplight.org/us-congress/bill/112-hr-3035/1013247/total-contributions
1013471,hr,3049,112,UNOPPOSED,3252012,33150,,http://maplight.org/us-congress/bill/112-hr-3049/1013471/total-contributions
1013491,hr,3057,112,UNOPPOSED,7725979,0,,http://maplight.org/us-congress/bill/112-hr-3057/1013491/total-contributions
1013500,hr,3062,112,UNOPPOSED,2212914,8500,,http://maplight.org/us-congress/bill/112-hr-3062/1013500/total-contributions
1013505,hr,3065,112,UNOPPOSED,1942477,213150,,http://maplight.org/us-congress/bill/112-hr-3065/1013505/total-contributions
1013508,hr,3066,112,UNOPPOSED,680689,356675,,http://maplight.org/us-congress/bill/112-hr-3066/1013508/total-contributions
1014041,hr,3070,112,UNOPPOSED,0,5405860,,http://maplight.org/us-congress/bill/112-hr-3070/1014041/total-contributions
1014326,hr,3078,112,PASSED,113720084,22092517,United States-Colombia Trade Promotion Agreement Implementation Act,http://maplight.org/us-congress/bill/112-hr-3078/1014326/total-contributions
1015858,hr,3078,112,PASSED,100742537,15112291,United States-Colombia Trade Promotion Agreement Implementation Act,http://maplight.org/us-congress/bill/112-hr-3078/1015858/total-contributions
1015860,hr,3078,112,PASSED,113720084,22092517,United States-Colombia Trade Promotion Agreement Implementation Act,http://maplight.org/us-congress/bill/112-hr-3078/1015860/total-contributions
1015857,hr,3079,112,PASSED,102031503,15138191,United States-Panama Trade Promotion Agreement Implementation Act,http://maplight.org/us-congress/bill/112-hr-3079/1015857/total-contributions
1015861,hr,3079,112,PASSED,116105308,6102206,United States-Panama Trade Promotion Agreement Implementation Act,http://maplight.org/us-congress/bill/112-hr-3079/1015861/total-contributions
1014327,hr,3079,112,PASSED,116105308,6102206,United States-Panama Trade Promotion Agreement Implementation Act,http://maplight.org/us-congress/bill/112-hr-3079/1014327/total-contributions
1015856,hr,3080,112,PASSED,129315482,27246797,United States-Korea Free Trade Agreement Implementation Act,http://maplight.org/us-congress/bill/112-hr-3080/1015856/total-contributions
1015862,hr,3080,112,PASSED,124910980,15859886,United States-Korea Free Trade Agreement Implementation Act,http://maplight.org/us-congress/bill/112-hr-3080/1015862/total-contributions
1067964,s,3085,112,UNOPPOSED,8313929,9217531,,http://maplight.org/us-congress/bill/112-s-3085/1067964/total-contributions
1014487,hr,3090,112,UNOPPOSED,8330715,0,,http://maplight.org/us-congress/bill/112-hr-3090/1014487/total-contributions
1014490,hr,3091,112,UNOPPOSED,8500,0,,http://maplight.org/us-congress/bill/112-hr-3091/1014490/total-contributions
1014659,hr,3094,112,PASSED,103893987,3051197,Workforce Democracy and Fairness Act,http://maplight.org/us-congress/bill/112-hr-3094/1014659/total-contributions
1022991,hr,3094,112,PASSED,103893987,3051197,Workforce Democracy and Fairness Act,http://maplight.org/us-congress/bill/112-hr-3094/1022991/total-contributions
1014673,hr,3097,112,UNOPPOSED,3772544,832299,,http://maplight.org/us-congress/bill/112-hr-3097/1014673/total-contributions
1014690,hr,3111,112,UNOPPOSED,3803167,1614197,,http://maplight.org/us-congress/bill/112-hr-3111/1014690/total-contributions
1015014,hr,3135,112,UNOPPOSED,8504294,8983236,,http://maplight.org/us-congress/bill/112-hr-3135/1015014/total-contributions
1016637,hr,3179,112,UNOPPOSED,18953009,4368944,,http://maplight.org/us-congress/bill/112-hr-3179/1016637/total-contributions
1069836,s,3185,112,UNOPPOSED,83045574,0,,http://maplight.org/us-congress/bill/112-s-3185/1069836/total-contributions
1069837,s,3186,112,UNOPPOSED,4375997,0,,http://maplight.org/us-congress/bill/112-s-3186/1069837/total-contributions
1069838,s,3187,112,PASSED,37429073,0,Food and Drug Administration Safety and Innovation Act,http://maplight.org/us-congress/bill/112-s-3187/1069838/total-contributions
1081082,s,3187,112,PASSED,37429073,0,Food and Drug Administration Safety and Innovation Act,http://maplight.org/us-congress/bill/112-s-3187/1081082/total-contributions
1079984,s,3187,112,PASSED,23693914,0,Food and Drug Administration Safety and Innovation Act,http://maplight.org/us-congress/bill/112-s-3187/1079984/total-contributions
1071987,s,3187,112,PASSED,27147006,0,Food and Drug Administration Safety and Innovation Act,http://maplight.org/us-congress/bill/112-s-3187/1071987/total-contributions
1071985,s,3187,112,NOT PASSED,242966,270257,Food and Drug Administration Safety and Innovation Act,http://maplight.org/us-congress/bill/112-s-3187/1071985/total-contributions
1071988,s,3187,112,PASSED,31147235,0,Food and Drug Administration Safety and Innovation Act,http://maplight.org/us-congress/bill/112-s-3187/1071988/total-contributions
1016669,hr,3199,112,UNOPPOSED,28301530,742876,,http://maplight.org/us-congress/bill/112-hr-3199/1016669/total-contributions
1071042,s,3204,112,UNOPPOSED,20171445,0,,http://maplight.org/us-congress/bill/112-s-3204/1071042/total-contributions
1016819,hr,3210,112,UNOPPOSED,3749551,11205273,,http://maplight.org/us-congress/bill/112-hr-3210/1016819/total-contributions
1050069,hr,3213,112,UNOPPOSED,25107664,7114004,,http://maplight.org/us-congress/bill/112-hr-3213/1050069/total-contributions
1071868,s,3217,112,UNOPPOSED,13998307,0,,http://maplight.org/us-congress/bill/112-s-3217/1071868/total-contributions
1075688,s,3220,112,NOT PASSED,31632227,50338306,,http://maplight.org/us-congress/bill/112-s-3220/1075688/total-contributions
1071871,s,3220,112,UNOPPOSED,31632227,50338306,,http://maplight.org/us-congress/bill/112-s-3220/1071871/total-contributions
1071872,s,3221,112,UNOPPOSED,9054749,2228270,,http://maplight.org/us-congress/bill/112-s-3221/1071872/total-contributions
1016834,hr,3225,112,UNOPPOSED,1080149,0,,http://maplight.org/us-congress/bill/112-hr-3225/1016834/total-contributions
1016847,hr,3236,112,UNOPPOSED,1080149,0,,http://maplight.org/us-congress/bill/112-hr-3236/1016847/total-contributions
1072515,s,3239,112,UNOPPOSED,556000,4127515,,http://maplight.org/us-congress/bill/112-s-3239/1072515/total-contributions
1080002,s,3240,112,PASSED,23375879,0,"Agriculture Reform, Food, and Jobs Act of 2012",http://maplight.org/us-congress/bill/112-s-3240/1080002/total-contributions
1076897,s,3240,112,PASSED,40301925,8996812,"Agriculture Reform, Food, and Jobs Act of 2012",http://maplight.org/us-congress/bill/112-s-3240/1076897/total-contributions
1079491,s,3240,112,PASSED,36075,580081,"Agriculture Reform, Food, and Jobs Act of 2012",http://maplight.org/us-congress/bill/112-s-3240/1079491/total-contributions
1079493,s,3240,112,NOT PASSED,36075,688069,"Agriculture Reform, Food, and Jobs Act of 2012",http://maplight.org/us-congress/bill/112-s-3240/1079493/total-contributions
1079492,s,3240,112,NOT PASSED,36825,21717140,"Agriculture Reform, Food, and Jobs Act of 2012",http://maplight.org/us-congress/bill/112-s-3240/1079492/total-contributions
1080114,s,3240,112,PASSED,37654265,8997562,"Agriculture Reform, Food, and Jobs Act of 2012",http://maplight.org/us-congress/bill/112-s-3240/1080114/total-contributions
1080115,s,3240,112,NOT PASSED,9054749,2228270,"Agriculture Reform, Food, and Jobs Act of 2012",http://maplight.org/us-congress/bill/112-s-3240/1080115/total-contributions
1080110,s,3240,112,PASSED,36825,0,"Agriculture Reform, Food, and Jobs Act of 2012",http://maplight.org/us-congress/bill/112-s-3240/1080110/total-contributions
1080111,s,3240,112,NOT PASSED,4128502,22038178,"Agriculture Reform, Food, and Jobs Act of 2012",http://maplight.org/us-congress/bill/112-s-3240/1080111/total-contributions
1080112,s,3240,112,NOT PASSED,332291,750,"Agriculture Reform, Food, and Jobs Act of 2012",http://maplight.org/us-congress/bill/112-s-3240/1080112/total-contributions
1079489,s,3240,112,PASSED,9513922,0,"Agriculture Reform, Food, and Jobs Act of 2012",http://maplight.org/us-congress/bill/112-s-3240/1079489/total-contributions
1078992,s,3240,112,NOT PASSED,49736932,15457900,"Agriculture Reform, Food, and Jobs Act of 2012",http://maplight.org/us-congress/bill/112-s-3240/1078992/total-contributions
1078991,s,3240,112,NOT PASSED,36075,26059659,"Agriculture Reform, Food, and Jobs Act of 2012",http://maplight.org/us-congress/bill/112-s-3240/1078991/total-contributions
1078990,s,3240,112,NOT PASSED,0,721019,"Agriculture Reform, Food, and Jobs Act of 2012",http://maplight.org/us-congress/bill/112-s-3240/1078990/total-contributions
1078994,s,3240,112,NOT PASSED,36825,17001543,"Agriculture Reform, Food, and Jobs Act of 2012",http://maplight.org/us-congress/bill/112-s-3240/1078994/total-contributions
1078988,s,3240,112,NOT PASSED,36075,6717163,"Agriculture Reform, Food, and Jobs Act of 2012",http://maplight.org/us-congress/bill/112-s-3240/1078988/total-contributions
1078989,s,3240,112,PASSED,416000,750,"Agriculture Reform, Food, and Jobs Act of 2012",http://maplight.org/us-congress/bill/112-s-3240/1078989/total-contributions
1078985,s,3240,112,NOT PASSED,3845749,4936049,"Agriculture Reform, Food, and Jobs Act of 2012",http://maplight.org/us-congress/bill/112-s-3240/1078985/total-contributions
1078986,s,3240,112,PASSED,1928484,0,"Agriculture Reform, Food, and Jobs Act of 2012",http://maplight.org/us-congress/bill/112-s-3240/1078986/total-contributions
1078987,s,3240,112,NOT PASSED,0,67549433,"Agriculture Reform, Food, and Jobs Act of 2012",http://maplight.org/us-congress/bill/112-s-3240/1078987/total-contributions
1080040,s,3240,112,PASSED,0,3082567,"Agriculture Reform, Food, and Jobs Act of 2012",http://maplight.org/us-congress/bill/112-s-3240/1080040/total-contributions
1080045,s,3240,112,PASSED,15466636,688069,"Agriculture Reform, Food, and Jobs Act of 2012",http://maplight.org/us-congress/bill/112-s-3240/1080045/total-contributions
1077531,s,3240,112,PASSED,1655933,22268275,"Agriculture Reform, Food, and Jobs Act of 2012",http://maplight.org/us-congress/bill/112-s-3240/1077531/total-contributions
1077532,s,3240,112,PASSED,0,70513826,"Agriculture Reform, Food, and Jobs Act of 2012",http://maplight.org/us-congress/bill/112-s-3240/1077532/total-contributions
